uf,cnpj,cns,nome_oficial,municipio,cep,homepage,data_instalacao,atribuicoes,area_abrangencia,comarca
PR,76.717.131/0001-56,08.522-5,1º ofício de registro de imóveis e registro civil das pessoas naturais,Cruzeiro do Oeste,87400000,"",1961-01-11,casamentos;nascimentos;óbitos;registro de imóveis,municípios de cruzeiro do oeste,cruzeiro do oeste
PR,78.186.947/0001-26,08.016-8,1º tabelionato de notas,Cruzeiro do Oeste,87400000,"",1970-08-25,notas,município de cruzeiro do oeste,cruzeiro do oeste
PR,78.185.717/0001-42,08.015-0,2º tabelionato de notas,Cruzeiro do Oeste,87400000,"",1970-08-25,notas,município de cruzeiro do oeste,cruzeiro do oeste
PR,76.717.131/0001-56,08.522-5,1º ofício do registro de imóveis e registro civil,Cruzeiro do Oeste,87400000,"",1961-01-11,casamentos;nascimentos;óbitos;registro de imóveis,municípios de cruzeiro do oeste e tapejara,cruzeiro do oeste
PR,78.201.670/0001-63,08.315-4,2º ofício de registro de imóveis,Cruzeiro do Oeste,87400000,"",1970-01-23,registro de imóveis,municípios de cruzeiro do oeste;tuneiras do oeste e mariluz,cruzeiro do oeste
PR,78.186.731/0001-60,08.314-7,tabelionato de protestos e registro de títulos e documentos,Cruzeiro do Oeste,87400000,"",1960-08-25,protesto de títulos;registro de títulos e documentos,município de cruzeiro do oeste,cruzeiro do oeste
PR,78.189.370/0001-06,08.721-3,ofício do registro civil e tabelionato de notas,Cruzeiro do Sul,87650000,"",1954-05-29,casamentos;nascimentos;notas;óbitos,município de cruzeiro do sul,paranacity
PR,75.213.454/0001-40,08.218-0,ofício de registro civil das pessoas naturais e tabelionato de notas,Cruz Machado,84620000,"",1920-09-20,casamentos;nascimentos;notas;óbitos,município de cruz machado,união da vitória
PR,04.697.784/0001-00,07.993-9,1º ofício de registro civil das pessoas naturais e 13º tabelionato de notas,Curitiba,80020120,www.cartorioleao.com.br,1876-03-31,casamentos;interdições e tutelas;nascimentos;notas;óbitos,município de curitiba,curitiba
PR,40.346.421/0001-93,13.051-8,2º ofício de registro civil das pessoas naturais e 14º tabelionato de notas,Curitiba,80020190,"",1947-08-16,casamentos;nascimentos;notas;óbitos,município de curitiba,curitiba
PR,75.213.272/0001-79,08.045-7,3º ofício do registro civil das pessoas naturais e 15º tabelionato de notas,Curitiba,80010000,"",1969-12-30,casamentos;nascimentos;notas;óbitos,3º distrito,curitiba
PR,78.052.974/0001-06,12.975-9,4º ofício de registro civil das pessoas naturais e 16º tabelionato de notas,Curitiba,80020000,"",1968-07-15,casamentos;nascimentos;óbitos,município de curitiba,curitiba
PR,75.213.009/0001-80,08.246-1,ofício de registro civil das pessoas naturais e tabelionato de notas -  cajuru,Curitiba,80050370,"",1947-09-13,casamentos;nascimentos;notas;óbitos,distrito de cajuru,curitiba
PR,75.214.098/0001-89,08.574-6,ofício de registro civil das pessoas naturais e tabelionato de notas - boqueirão,Curitiba,81630000,www.cartorioboqueirao.com.br,1954-04-22,casamentos;nascimentos;notas;óbitos,distrito de boqueirão,curitiba
PR,10.782.786/0001-08,08.317-0,ofício do registro civil e tabelionato de notas - portão,Curitiba,80320300,www.cartoriodoportao.com.br,1909-06-20,casamentos;nascimentos;notas;óbitos,água verde parcial;cidade industrial parcial;fazendinha parcial;registro civil portão;vila lindóia parcial e vila guaíra. tabelionato de notas município de curitiba,curitiba
PR,75.264.077/0001-78,08.208-1,ofício de registro civil das pessoas naturais e tabelionato de notas - barreirinha,Curitiba,80540180,"",1954-05-17,casamentos;nascimentos;notas;óbitos,distrito de barreirinha,curitiba
PR,75.213.181/0001-33,08.244-6,ofício de registro civil das pessoas naturais e tabelionato de notas - uberaba,Curitiba,81510001,"",1969-12-26,casamentos;nascimentos;notas;óbitos,distrito do uberaba,curitiba
PR,75.626.358/0001-23,08.316-2,ofício de registro civil das pessoas naturais e tabelionato de notas - das mercês,Curitiba,80810000,"",1968-12-29,casamentos;nascimentos;notas;óbitos,distrito das mercês,curitiba
PR,75.268.953/0001-34,08.240-4,ofício de registro civil e tabelionato de notas de são casemiro do taboão,Curitiba,80530010,"",1891-05-03,casamentos;nascimentos;notas;óbitos,município de curitiba,curitiba
PR,75.214.502/0001-14,08.320-4,1º tabelionato de notas de curitiba,Curitiba,80510070,www.1tabelionato.com.br,,notas,município de curitiba,curitiba
PR,75.213.124/0001-54,14.452-7,2º tabelionato de notas de curitiba,Curitiba,80060010,"",1852-01-01,notas,município de curitiba,curitiba
PR,75.214.593/0001-98,08.051-5,3º tabelionato de notas de curitiba,Curitiba,80230110,"",1925-07-24,notas,"",curitiba
PR,75.212.969/0001-25,08.321-2,4º tabelionato de notas de curitiba,Curitiba,80020060,tabelionatolaporte.com.br,1930-04-01,notas,município de curitiba,curitiba
PR,75.212.944/0001-21,08.058-0,5º tabelionato de notas de curitiba,Curitiba,80410170,"",1942-11-25,notas,"",curitiba
PR,75.214.320/0001-43,08.059-8,6º tabelionato de notas,Curitiba,80010050,www.sextotabelionato.com.br,1947-09-16,notas,município de curitiba,curitiba
PR,75.154.450/0001-38,08.327-9,7º tabeli0nato de notas  de curitiba,Curitiba,80010010,www.volpi.not.br,1953-03-07,notas,município de curitiba,curitiba
PR,75.155.051/0001-91,08.062-2,8º tabelionato de notas,Curitiba,80010120,"",1953-03-18,notas,município de curitiba,curitiba
PR,75.213.025/0001-72,08.397-2,9º tabelionato de notas de curitiba,Curitiba,80010130,"",1963-03-06,notas,município de curitiba,curitiba
PR,75.228.866/0001-53,00.046-3,10º tabelionato de notas,Curitiba,80020060,www.marques.com.br,1962-12-20,notas,município de curitiba,curitiba
PR,75.156.158/0001-54,07.977-2,11º tabelionato de notas,Curitiba,80010010,"",1969-03-05,notas,município de curitiba,curitiba
PR,75.214.775/0001-69,08.319-6,12º tabelionato de notas,Curitiba,80060000,"",1968-06-21,notas,município de curitiba,curitiba
PR,75.229.351/0001-78,08.325-3,1º ofício de registro de imóveis,Curitiba,80410180,"",1945-03-10,registro de imóveis,município de curitiba,curitiba
PR,75.229.047/0001-20,08.324-6,2º ofício de registro de imóveis,Curitiba,80430180,"",1947-08-11,registro de imóveis,abranches;ahú e centro cívico. parcialmente os bairros atuba;bacacheri;barreirinha;boa vista;bom retiro;cabral;cachoeira;hugo lange;jardim social;juvevê;na sua totalidade os bairros tingui;santa cândida e são francisco;são lourenço,curitiba
PR,75.214.783/0001-05,08.046-5,3º ofício de registro de imóveis,Curitiba,80010050,"",1947-09-15,registro de imóveis,"",curitiba
PR,75.229.385/0001-62,08.054-9,4º ofício de registro de imóveis,Curitiba,80420210,"",1963-02-20,registro de imóveis,município de curitiba,curitiba
PR,75.268.730/0001-77,08.057-2,5º ofício de registro de imóveis,Curitiba,80250000,"",1963-03-01,registro de imóveis,município de curitiba,curitiba
PR,10.734.445/0001-59,08.060-6,6º ofício de registro de imóveis,Curitiba,80020912,"",1925-06-15,registro de imóveis,6ª circunscrição bairros fazendinha;batel;bigorrilho parte e água verde parte;santa quitéria;seminário;vila izabel,curitiba
PR,75.644.211/0001-66,00.007-5,7º ofício de registro de imóveis,Curitiba,80010130,"",1968-09-06,registro de imóveis,bairros centro;hauer e boqueirão;prado velho;rebouças,curitiba
PR,75.214.239/0001-63,08.323-8,8º ofício de registro de imóveis,Curitiba,80010906,www8registro.com.br,1968-09-16,registro de imóveis,município de curitiba,curitiba
PR,75.569.137/0001-60,08.064-8,9º ofício de registro de imóveis,Curitiba,80020000,"",1968-10-01,registro de imóveis,bairro alto;distrito judiciário da barreirinha e santa felicidade,curitiba
PR,75.268.888/0001-47,07.982-2,1º ofício de registro de títulos e documentos,Curitiba,80060010,"",1968-09-12,registro civil de pessoas jurídicas;registro de títulos e documentos,município de curitiba,curitiba
PR,75.214.528/0001-62,08.024-2,2º ofício do registro de títulos e documentos,Curitiba,80020060,"",1969-08-06,registro civil de pessoas jurídicas;registro de títulos e documentos,município de curitiba,curitiba
PR,78.743.572/0001-58,08.322-0,4º ofício do registro de títulos e documentos e reg. pessoas juridicas,Curitiba,80010050,www.40franco.com.br,1985-01-01,registro civil de pessoas jurídicas;registro de títulos e documentos,município de curitiba,curitiba
PR,75.626.416/0001-19,08.318-8,1º tabelionato de protesto de títulos,Curitiba,80430180,"",1930-01-01,protesto de títulos,município de curitiba,curitiba
PR,78.145.513/0001-88,08.038-2,2º tabelionato de protestos de títulos,Curitiba,80020310,"",1954-01-11,protesto de títulos,município de curitiba,curitiba
PR,75.590.281/0001-89,08.053-1,3º tabelionato de protesto de títulos,Curitiba,80020020,"",1976-04-12,protesto de títulos,município de curitiba,curitiba
PR,76.535.103/0001-18,08.055-6,4º tabelionato de protesto de títulos,Curitiba,80010200,"",1983-02-08,protesto de títulos,município de curitiba,curitiba
PR,75.719.401/0001-03,08.326-1,ofício de registro civil das pessoas naturais e tabelionato de notas - bacacheri,Curitiba,80035130,"",1967-08-02,casamentos;nascimentos;notas;óbitos,distrito de bacacheri,curitiba
PR,75.263.509/0001-26,08.329-5,ofício do registro civil e tabelionato de notas - campo comprido,Curitiba,81210370,"",1893-01-16,casamentos;nascimentos;notas;óbitos,distrito campo comprido,curitiba
PR,81.247.330/0001-88,08.247-9,ofício de registro civil das pessoas naturais e tabelionato de notas - novo mundo,Curitiba,81050040,www.cartorionovomundo.com.br,1989-05-18,casamentos;nascimentos;notas;óbitos,distrito de novo mundo,curitiba
PR,75.642.819/0001-51,08.644-7,tabelionato de notas e ofício de registro civil das pessoas naturais - pinheirinho,Curitiba,81130000,www.cartoriopinheirinho.com.br,1967-04-18,casamentos;nascimentos;notas;óbitos,bairro pinheirinho,curitiba
PR,75.263.541/0001-01,08.107-5,ofício de registro civil das pessoas naturais e tabelionato de notas - santa felicidade,Curitiba,82020000,"",1916-10-01,casamentos;nascimentos;notas;óbitos,distrito de santa felicidade,curitiba
PR,75.268.938/0001-96,12.974-2,ofício de registro civil das pessoas naturais e tabelionato de notas - santa quitéria,Curitiba,80440000,www.tabelcid.com.br,1970-03-12,casamentos;nascimentos;notas;óbitos,distrito de santa quitéria registro civil. curitiba notas,curitiba
PR,75.728.469/0001-40,08.334-5,ofício de registro civil das pessoas naturais e tabelionato de notas - tatuquara,Curitiba,81690500,www.cartoriocic.com.br,1955-11-14,casamentos;nascimentos;notas;óbitos,bairro tatuquara,curitiba
PR,75.268.920/0001-94,08.475-6,ofício de registro civil das pessoas naturais e tabelionato de notas - umbará,Curitiba,81910000,"",1945-08-16,casamentos;nascimentos;notas;óbitos,distrito de umbará,curitiba
PR,75.669.952/0001-00,08.048-1,3º ofício do registro de títulos e documentos e reg. civil de pessoas jurídicas,Curitiba,80410902,"",1982-11-29,registro civil de pessoas jurídicas;registro de títulos e documentos,curitiba e região metropolitana,curitiba
PR,10.765.200/0001-99,12.962-7,5º tabelionato de protesto de títulos,Curitiba,"",www.quintoprotesto.com.br,2009-04-27,protesto de títulos,município de curitiba,curitiba
PR,77.779.270/0001-77,08.766-8,tabelionato de notas e protestos de títulos,Curiúva,84280000,"",1910-07-07,notas;protesto de títulos,municipio de curiúva,curiúva
PR,77.779.254/0001-84,08.295-8,ofício do registro de imóveis,Curiúva,84280000,"",1970-07-11,registro de imóveis,figueira e sapopema;municípios de curiúva,curiúva
PR,77.779.197/0001-33,08.496-2,ofício de registro civil das pessoas naturais e anexos,Curiúva,84280000,"",1910-07-10,casamentos;interdições e tutelas;nascimentos;óbitos;registro civil de pessoas jurídicas;registro de títulos e documentos,figueira e sapopema;municípios de curiúva,curiúva
PR,78.197.472/0001-73,08.288-3,ofício de registro civil e tabelionato de notas,Diamante do Norte,87990000,"",1964-03-15,casamentos;nascimentos;notas;óbitos,município de diamante do norte,nova londrina
PR,00.871.874/0001-14,14.172-1,ofício de registro civil das pessoas naturais e tabelionato de  notas,Diamante D'Oeste,85896000,"",1967-09-07,casamentos;nascimentos;notas;óbitos,município de diamante d´oeste,santa helena
PR,78.118.528/0001-57,08.206-5,ofício do registro civil e tabelionato de notas,Diamante do Sul,85408000,"",1966-09-03,casamentos;nascimentos;notas;óbitos,município de diamante do sul,guaraniaçu
PR,78.103.462/0001-21,08.335-2,"ofício de registro civil das pessoas naturais, títulos e documentos e anexos",Dois Vizinhos,85660000,"",1954-06-08,casamentos;interdições e tutelas;nascimentos;óbitos;registro civil de pessoas jurídicas;registro de títulos e documentos,município de dois vizinhos,dois vizinhos
PR,78.103.454/0001-85,08.337-8,ofício do registro de imóveis,Dois Vizinhos,85660000,"",1970-07-01,registro de imóveis,boa esperança do iguaçu;cruzeiro do iguaçu;dois vizinhos;são jorge d`oeste e verê,dois vizinhos
PR,78.103.447/0001-83,08.336-0,tabelionato de notas e protesto de títulos,Dois Vizinhos,85660000,"",1970-07-01,notas;protesto de títulos,municípo de dois vizinhos,dois vizinhos
PR,78.186.798/0001-03,08.290-9,ofício de  registro civil e tabelionato de notas,Douradina,87485000,"",1964-05-05,casamentos;nascimentos;notas;óbitos,douradinha,umuarama
PR,78.190.493/0001-67,08.278-4,ofício de registro civil e tabelionato de notas,Doutor Camargo,87155000,"",1962-01-11,casamentos;nascimentos;notas;óbitos,município de doutor camargo,maringá
PR,75.643.882/0001-02,08.625-6,ofício de registro civil e tabelionato de notas,Doutor Ulysses,83590000,"",1962-01-11,casamentos;nascimentos;notas;óbitos,distrito municípal de doutor ulysses,cerro azul
PR,77.609.956/0001-10,08.338-6,ofício do registro civil e tabelionato de notas,Enéas Marques,85630000,"",1963-08-01,casamentos;nascimentos;notas;óbitos,município de enéas marques,francisco beltrão
PR,78.190.378/0001-92,15.332-5,"ofício de registro civil, títulos e documentos e pessoas jurídicas",Engenheiro Beltrão,87270000,"",1954-11-10,casamentos;nascimentos;óbitos;registro civil de pessoas jurídicas;registro de títulos e documentos,município de engenheiro beltrão,engenheiro beltrão
PR,84.781.517/0001-55,08.652-0,ofício de registro civil e tabelionato de notas - ivailândia,Engenheiro Beltrão,87275000,"",1963-04-02,casamentos;nascimentos;notas;óbitos,distrito de ivailãndia,engenheiro beltrão
PR,78.191.145/0001-04,08.526-6,ofício de registro de imóveis,Engenheiro Beltrão,87270000,www.cri.com.br,1969-06-20,registro de imóveis,município de engenheiro beltrão;quinta do sol e fênix,engenheiro beltrão
PR,78.190.410/0001-30,08.640-5,ofício de registro civil das pessoas naturais e tabelionato de notas - sertãozinho,Engenheiro Beltrão,87272000,"",1969-01-24,casamentos;nascimentos;notas;óbitos,distrito de sertãozinho,engenheiro beltrão
PR,78.190.386/0001-19,08.780-9,tabelionato de notas e de proteto de títulos,Engenheiro Beltrão,87270000,"",1955-06-30,notas;protesto de títulos,municípios de engenheiro beltrão,engenheiro beltrão
PR,78.190.253/0001-62,14.152-1,ofício de registro civil e tabelionato de notas - fênix,Engenheiro Beltrão,86950000,"",1955-05-25,casamentos;nascimentos;notas;óbitos,município de fênix,engenheiro beltrão
